Id,Price
11832,172147.11
5035,127504.945
37,118717.74
6168,177312.08
11757,181084.47
8086,130263.8
6529,219936.53
15121,188796.78
13904,139223.7
3711,203447.69
16563,117649.32
14494,164309.77
3006,221720.64
15299,119034.63
92,280897.22
8066,165799.75
16071,213168.61
10662,131651.3
3883,218593.1
5511,128041.2
2821,261362.56
9570,172603.3
4326,255909.31
9251,232366.05
9031,204621.66
12689,149448.11
16380,237919.69
1053,244702.69
4568,177047.75
16140,110511.68
14356,396252.56
8466,184497.4
15652,146790.11
3285,125739.79
3198,164808.36
14088,436075.2
2268,117129.75
15472,187087.44
1203,195594.1
7157,305724.12
6886,197386.1
5083,250913.39
7467,117331.44
14068,204809.06
2080,175960.28
10865,154888.62
13516,180036.69
14150,199702.6
7609,136408.6
2144,302515.78
10357,202084.0
2396,224264.95
1526,365007.7
10890,253207.31
8638,388074.47
6050,253671.94
7639,104169.445
10544,190144.69
9577,238442.16
13195,213310.12
3484,215647.92
16668,326371.9
7171,186813.81
8547,215839.95
12735,213357.44
9093,185555.22
15323,284261.8
14897,137826.06
5135,125888.68
5327,221056.19
13133,239583.89
1676,279668.5
16296,292602.38
1095,155107.83
12528,155427.78
7348,281610.53
11663,162441.14
1803,208285.48
1510,238125.06
16045,176683.42
2900,137276.98
3236,176788.97
1318,220804.95
14948,216076.3
7840,279802.8
15325,184931.2
8700,143332.42
15706,197664.47
14449,157626.02
16117,179527.53
4529,185954.77
11199,201410.72
4052,370788.56
821,210602.9
68,214677.73
554,125325.14
452,195583.48
11394,318288.94
11393,200126.12
9535,159305.36
4024,190463.86
10069,218576.67
12007,156953.19
12368,362648.97
1259,349779.28
1124,345555.56
3707,180484.42
8767,151991.14
1919,160344.06
16741,159709.62
6664,286179.44
5688,379560.84
7799,146045.0
14843,351884.7
7532,161638.69
8133,157931.92
6264,323974.38
4125,169926.27
2410,175220.89
13607,220755.86
1716,284635.8
1370,144250.52
2273,421831.28
15298,321378.7
4284,270447.4
12303,147246.53
7808,126027.17
2203,138145.9
7237,125869.59
15864,140481.66
2844,159580.36
5729,165273.12
11812,378745.47
1779,153933.1
6442,137781.69
6160,245382.61
8266,193302.75
9903,162758.53
2867,130317.5
6998,174178.06
13932,169744.19
12587,171120.06
3611,222334.19
2646,273476.25
1890,163057.84
860,247910.86
14187,191019.88
12569,279022.25
1276,94208.2
12025,218170.67
4890,274050.9
14410,288895.28
10352,233529.03
11407,186010.31
10384,165750.98
7622,256911.48
12578,164303.39
15820,178013.27
563,205665.05
15226,171362.38
6396,213767.64
6247,140164.89
3339,153075.83
10975,295323.72
7475,115775.3
11129,215836.5
3051,298118.47
10232,238785.45
14106,187784.62
5502,234999.77
4558,75114.67
4181,142145.16
8426,128648.945
6611,170349.56
14641,142001.19
15539,258395.38
13119,141136.56
11716,188638.4
7316,258785.02
7791,112949.98
13034,323754.66
1068,286805.03
4060,174656.89
10172,221444.53
2591,188621.12
12494,316761.6
7828,311190.47
15284,181272.78
7947,175271.31
16335,228370.14
10234,330545.2
2797,270695.2
5341,224013.7
3059,224165.81
1559,74749.32
15320,293423.34
10284,357102.47
4134,213852.17
4481,218556.61
7222,177649.12
4062,225634.52
2192,216783.84
9637,188915.03
16236,170799.23
4272,162772.36
9406,310116.25
14309,242083.95
1946,277690.1
16235,246248.4
7146,159297.33
16784,230199.52
349,292620.7
6251,171324.31
5128,329406.34
11718,183429.83
16721,103740.6
12517,203349.08
15961,184675.55
9428,150787.1
14541,150845.16
10168,116130.62
11270,165956.6
13210,211071.56
11518,165277.52
12612,166526.94
16352,126197.734
9935,154445.88
15521,348430.22
11482,193779.67
11443,180205.05
9459,241387.61
9218,189588.66
854,134527.7
5619,134422.39
9208,211383.06
4391,151105.12
15207,159273.6
7183,183814.45
16442,218371.36
7936,87281.484
10606,352288.47
4979,150714.66
4854,278036.28
16476,125444.33
10516,175075.55
16261,266819.88
90,329982.25
5433,169042.44
14338,135967.86
13487,238871.84
8211,505548.8
170,202392.0
14051,102442.69
10686,202092.84
7595,321534.4
6777,316649.66
14661,174389.06
13991,317084.06
16795,171037.58
2740,131274.94
7368,329894.9
2413,221947.75
1852,505875.4
15200,374903.62
8467,325038.62
16379,291080.2
3375,179773.39
5945,464142.44
2641,177093.19
2837,277018.56
3498,217595.31
10876,148409.27
1285,217873.52
9285,236258.2
4015,318259.66
2526,176479.11
7814,220816.12
7117,314044.72
12359,117882.52
3303,305980.47
13874,169235.47
5484,174743.64
15067,155291.03
12639,226613.94
3388,230414.61
4256,209137.97
15738,190651.95
14049,163361.61
15780,177216.12
9564,174227.48
11910,203914.5
11315,222582.2
1733,156344.2
3910,367759.0
7552,540731.6
254,166813.2
5222,200734.23
8314,222745.95
16743,220160.73
10335,113563.7
8226,274516.0
12254,230497.81
13152,198558.06
15020,216069.83
16349,220859.75
11924,171991.92
12543,186280.6
14114,227699.42
12318,255839.44
15383,183375.62
6679,198455.03
635,184897.98
15993,312205.3
11375,178532.55
11216,176659.66
15401,224183.0
11301,150820.4
13804,285008.72
10839,195386.97
1588,330807.16
3596,197385.56
5816,169374.8
8099,140366.31
6551,190871.31
14075,396775.78
13431,204070.94
9481,298434.12
5295,155864.23
15859,361431.44
10634,317324.44
444,215874.03
11686,261341.19
1213,207019.5
13970,139367.42
6849,430835.84
9911,269635.53
5649,154324.67
7184,196141.06
5877,256390.98
1655,380515.8
15301,206329.81
12389,235155.06
5241,267906.8
7048,164859.7
10574,135851.48
8593,165584.44
4752,178917.3
14663,178142.52
10994,217726.02
87,71991.4
5132,127209.016
6372,383587.12
7411,310863.2
3319,279545.16
9355,123338.06
5139,288399.3
56,297309.16
3249,209105.33
5047,83936.414
13238,302823.0
2190,280514.25
15599,169826.11
6542,159050.94
1968,171730.08
5630,157295.0
9157,223859.84
789,185925.03
1413,268028.0
12514,264967.62
13459,137909.22
1345,247769.67
4034,210847.69
15169,148564.61
6770,267179.6
3334,193627.6
12998,169666.02
15870,248596.56
1871,145025.61
5770,194807.92
13196,124587.63
7633,199559.27
10699,212503.52
15470,196332.61
1903,510065.5
13860,199042.98
7649,203209.72
11043,192269.83
2922,219833.33
7538,306301.12
9477,116288.836
117,456875.53
1457,260106.77
7082,175293.86
3053,263486.56
12522,109835.84
5744,371860.34
13566,385205.8
1464,143382.95
3852,140433.23
9557,206557.78
14719,421244.47
13978,118935.07
3286,152156.52
13019,346178.7
1421,133141.25
13502,176277.34
14811,124429.58
9297,264977.1
7749,476433.78
16555,142133.53
14576,176142.81
12766,166632.88
4679,137048.98
10033,193144.61
11231,267028.9
15112,162249.72
10617,184244.19
2175,168777.69
16502,424715.1
10106,193511.77
12561,155449.88
15907,309782.88
8069,118944.625
8316,125052.96
12343,237596.08
12092,134628.69
1527,166014.0
10010,227393.66
655,102901.016
10549,133730.4
3248,112932.92
13499,304242.62
14959,202720.11
6070,164055.81
11360,252807.64
12102,198747.23
11870,276545.6
3713,116214.586
3230,148358.16
7742,227613.4
15092,334584.53
8728,294007.9
3386,146488.12
9409,143623.7
16545,259232.36
3127,163750.5
11344,157362.2
2112,206747.36
7310,231550.5
6313,209668.23
3681,425126.44
5114,294046.2
270,151559.45
14350,182721.78
12223,349612.22
1066,183898.88
16116,416716.28
11410,570104.2
4088,161568.11
5956,161743.84
14669,142629.84
13871,126220.61
4126,248754.31
12114,204917.6
16607,169524.47
4266,225189.6
13518,195463.2
11856,312208.25
3885,255060.66
8891,173175.22
4964,167725.61
7696,178001.89
6894,117310.95
9766,211992.45
4800,153875.83
2840,187256.28
4743,174336.27
13562,528129.0
8301,207131.69
5405,179310.69
1535,166371.52
9073,126486.38
1698,342332.47
12262,245087.81
6794,183909.67
12701,191331.27
8432,168455.05
13540,138580.4
8629,152657.2
1440,179604.56
8596,206867.64
9575,269138.34
14976,106026.83
3149,253769.27
5157,165482.6
10748,168469.0
9719,368005.1
6376,175849.25
9733,168512.53
4749,199479.9
4994,446837.84
538,218336.28
5512,151449.1
9778,117974.055
9761,147760.33
3174,367832.5
13429,196465.64
10467,73134.695
14129,180838.64
13608,184614.25
11106,156244.28
12048,167500.44
1054,339317.28
3582,88182.766
1566,151605.84
11529,153202.25
11859,154402.0
10582,146879.55
14907,321140.78
14039,157417.28
10489,178928.39
3331,326114.84
10153,245183.4
5271,143640.78
11871,368090.47
776,143690.47
3994,122861.734
9433,70210.984
14275,134344.98
8030,222298.5
8169,292784.53
8053,189592.83
4822,211904.97
13197,197323.61
13634,331221.03
8951,183039.58
12176,234141.33
15471,143463.58
14962,136423.62
12512,124692.305
8697,421296.0
7095,236041.02
13639,197473.02
16660,178552.3
5848,140170.08
5386,176476.31
10880,293966.16
3954,182314.69
13426,250262.97
5966,220961.64
16315,278010.66
7455,217244.16
11071,224404.66
14740,221768.64
16087,210931.28
8931,247892.11
15289,167501.03
16089,283430.53
12128,184047.28
4724,218434.66
8585,206278.45
7188,217602.47
5423,167131.64
10488,195602.69
5980,212329.34
8376,238352.5
12397,136660.03
16496,184614.05
4891,268080.4
9710,151982.55
6339,171111.83
244,186605.06
5002,244159.23
5358,173674.28
7636,159161.81
9361,332007.2
3601,115916.195
15755,147261.61
172,181489.19
3037,326665.25
577,270580.7
3607,207165.98
2515,110470.35
10413,150882.34
10511,233133.52
4637,414953.97
12736,268737.2
9534,239658.56
11641,191143.66
10419,240460.39
15313,139396.44
14915,200561.89
12409,339298.6
9405,133477.06
14066,216268.67
14108,194674.61
11931,241466.8
11464,365561.9
926,145312.52
11190,219786.95
10260,184918.75
12712,189849.97
1234,210757.56
11608,103134.31
3776,265994.66
4881,205721.72
10266,187321.23
3262,235023.03
3576,321012.25
16604,474264.62
8041,159721.23
10691,246827.11
8357,180732.83
11661,144912.9
4453,244997.2
15936,216809.56
8463,241301.72
15770,235756.0
466,165999.06
14965,86714.02
11227,184652.64
9894,267709.56
11746,198260.28
4118,144724.72
756,326169.84
15589,170736.61
109,328554.72
5778,196576.05
1731,81487.93
3450,141072.33
2961,184670.1
222,172144.14
11454,307087.6
7339,184029.92
12096,104671.52
14074,198459.39
4058,348154.4
6603,256346.47
3289,122932.94
16681,255997.17
8200,322778.12
3343,247318.33
7802,169894.4
2082,417732.66
217,253336.7
1720,187760.61
7224,248916.22
6176,145205.81
12571,233815.53
16666,352649.22
8908,213065.5
6914,168610.06
5428,181612.81
381,183909.67
3991,192044.22
16365,236136.28
1046,179984.1
391,147748.25
9212,303839.28
3022,182248.33
9961,110137.35
6764,291788.7
7720,178146.95
4809,198741.75
8877,276807.53
7817,177592.73
10614,111887.81
5553,264776.34
16488,126726.35
11002,169618.42
13592,363927.66
15050,230916.73
13553,289740.34
9041,204691.56
5461,423815.44
16274,383924.56
2138,192202.84
6245,156139.22
8245,175945.0
6491,210785.86
13218,182832.1
13101,107351.09
10462,141829.22
4079,174155.5
1506,532951.44
14107,125321.96
12215,282962.53
11576,331305.4
10567,223614.16
12713,225541.88
1468,438110.9
2549,241769.31
4172,225253.56
12380,239386.95
3513,118240.91
8165,268785.06
1127,211148.92
14601,392469.66
15526,329919.16
986,327524.25
14968,208788.69
9348,187469.14
6317,256327.58
7497,88870.32
5079,320858.2
528,168005.56
10964,145704.94
5812,325003.0
11022,211108.27
16251,134423.53
5863,116967.8
8664,197187.88
5396,178237.97
6917,233969.56
12776,127046.445
473,266752.1
13333,202455.66
13023,170792.03
7357,196862.75
10955,509905.84
11914,334837.6
12535,177381.72
11205,166982.94
13209,185427.72
16119,367534.75
2174,241837.12
4834,218058.6
10151,182956.31
5584,198929.94
6672,219431.0
12858,278798.16
5106,182984.53
8884,187467.58
13766,174626.48
12556,118998.23
12910,224868.72
6258,126366.766
7100,231444.47
1793,169575.08
3335,181817.8
12835,177767.84
10591,158744.73
15707,253710.84
16389,158121.94
7440,349360.0
6293,184559.06
3937,199716.47
16527,178533.42
5102,235078.48
10734,305005.25
7986,160387.45
6495,110943.0
9571,247598.73
5131,191920.42
10761,328899.03
143,435097.22
13829,169680.56
13662,233541.89
1771,140312.14
5448,198660.1
8594,157396.66
12038,217356.42
16471,161975.8
16764,143003.17
1282,170725.95
15101,247585.16
9473,138099.34
2324,466955.22
14448,229468.25
6000,67161.12
2077,137381.22
12960,219771.47
15837,206786.58
8805,247789.4
9987,225226.17
1580,304286.8
11089,126694.82
10926,223360.1
12773,415482.9
6490,293632.94
10858,125115.81
2831,117167.03
16326,146266.58
371,192690.62
8852,201364.94
6713,279990.44
4230,190253.58
3639,214739.88
3642,187939.5
5149,193938.53
2861,208979.77
13300,98135.41
2807,379398.88
5919,116521.94
12716,514081.16
4271,245499.22
16055,239197.75
3747,210919.08
5857,241401.17
6884,327862.84
16027,287245.22
3512,283358.72
5181,174111.2
16732,268788.53
1908,178226.61
12082,172259.9
7286,141891.73
8216,137527.16
6929,292261.66
3950,352883.47
12479,191517.83
877,129257.555
1366,191461.34
384,134461.45
5767,218191.94
6910,160641.14
187,194496.56
10164,235612.7
8603,242567.44
15834,199482.33
3078,127185.41
3479,263269.88
6671,223680.5
6078,163752.86
16271,116593.7
16191,147109.78
11544,169189.44
7781,161570.84
14918,300115.8
6238,175202.02
12989,223169.23
11907,225130.38
9696,155451.11
14084,301277.12
3895,167083.89
4367,196178.27
8453,70822.66
7638,341258.34
8373,240762.11
4674,176436.78
15787,154597.03
5903,248741.62
13679,191266.3
9018,289174.94
15823,257551.4
13289,145340.97
9896,220065.58
14436,184971.36
5547,221999.7
4048,353803.84
16579,203902.8
8550,196384.44
9385,292119.78
5242,157668.17
31,187612.19
6144,274245.56
3990,193201.17
2523,78902.46
12608,243305.56
7234,182337.45
15264,204005.55
9623,173701.03
3161,338207.2
7425,112142.99
13021,279644.97
4044,149727.53
15411,242039.97
979,306429.0
5514,245054.8
4817,160560.44
2115,192507.64
10571,246553.31
8992,207043.69
15546,179323.88
11359,122402.93
11972,184706.81
12838,168034.61
5948,129576.83
422,290493.28
4855,162253.2
16197,111127.3
8926,446640.78
5703,183709.48
8848,201647.9
7039,319427.88
3806,158622.06
15154,214362.06
13132,171771.42
7438,204705.55
4398,223796.5
2440,194644.9
3751,159829.02
1476,186110.14
2264,322165.03
16444,157725.7
10704,157987.97
4033,141079.81
4508,122568.34
16290,220198.19
10387,211342.88
5457,150932.78
4910,263052.0
7451,206509.53
10732,163550.39
8015,120996.99
6148,181757.73
5892,241170.2
7825,240836.36
6851,233884.22
6633,219746.78
2139,276419.12
10213,266938.28
2830,213940.28
13907,141748.28
15897,336427.06
8311,196903.36
14230,188542.42
3878,211571.44
13732,178876.17
12110,166541.2
10675,303143.47
12946,133141.27
16754,236799.55
4394,276632.66
16728,169561.42
14378,299805.25
9949,166434.77
994,200381.97
13258,150126.89
5883,306837.6
6933,286969.84
13193,204923.03
13286,168974.64
13407,394540.03
7512,121652.81
7221,179115.23
14428,156549.17
1740,192269.73
3,137610.64
12952,220059.75
11537,139062.08
2558,139685.1
14081,274013.8
3517,235925.16
7149,239116.53
15777,116354.086
8995,230076.31
826,282572.06
509,295208.9
14875,285579.22
6591,165765.1
11283,104468.734
9897,238710.0
14902,184848.75
14291,186153.02
3162,233932.19
4206,194135.33
11580,200032.75
2007,215481.05
14939,316786.7
13572,187570.73
10720,158377.1
4253,311427.16
10857,111041.24
6254,208450.77
14681,198136.42
8080,130080.86
8006,184627.7
13135,150640.36
4527,284317.53
12688,211925.94
15920,123065.04
16786,117435.07
16637,181617.5
949,152447.86
10696,266930.22
605,216514.27
10819,215232.4
9490,162681.3
1813,196063.44
15958,324954.25
10873,346273.44
14381,183436.38
5745,124199.82
286,267551.12
14799,275251.56
437,149275.9
12172,71092.31
8534,120791.234
14463,455754.66
13672,169040.73
6720,212960.42
16057,204176.83
2659,499990.6
11649,163338.55
4478,126338.766
555,334618.9
4819,302121.5
15188,362788.47
16115,185448.84
11427,116086.164
15483,150535.92
829,157064.25
13576,255347.69
13810,213371.98
1052,132780.16
10673,153804.44
8525,278943.84
13154,254892.4
13856,157246.3
5125,245684.12
5551,229261.75
14262,214763.42
8872,140966.64
10341,263187.66
7231,165150.75
10950,219093.83
4031,159701.22
13852,128904.09
5886,258881.08
859,312363.03
9436,184247.94
13638,309141.38
15337,216592.67
5506,246736.02
13550,111725.05
12630,147986.17
6466,126616.88
3282,142737.88
4474,147404.95
138,230727.66
15490,189929.28
11584,245502.84
13309,138928.34
8860,303131.56
14037,201778.95
1329,215963.88
2198,573814.6
1210,337297.22
10076,193720.73
6692,303192.16
6074,112297.55
13921,210719.67
1646,280169.6
11676,209907.2
683,114979.49
4839,124873.09
12392,155255.88
5206,174548.48
9104,315018.3
15554,173014.02
1590,202335.0
7894,307561.72
9286,148781.6
15364,382928.94
8260,232627.12
5746,129491.59
3357,342595.84
4755,178102.27
5896,133544.3
16520,207510.16
8880,232718.1
9321,213557.8
16463,154442.98
4861,169198.12
5687,215714.8
2785,250578.86
5571,260246.11
11070,498306.34
11577,226229.08
3993,156450.95
10908,220950.08
3696,201500.56
1755,142427.58
4053,191389.11
11954,261247.02
15294,181242.83
12452,189537.11
2202,149271.64
13564,208590.88
5134,237170.58
7447,126366.766
5929,140394.48
16714,186069.8
13005,292524.22
11740,220265.14
3535,169581.86
11837,240337.72
7382,177759.16
16709,213931.81
5908,244909.6
16333,99056.445
14776,243026.0
831,179894.28
5944,181585.36
1764,264496.28
5782,143667.06
7091,284651.53
7871,183931.78
10449,174567.61
15137,115387.6
2181,328640.22
8667,308475.9
4207,244848.7
3528,204202.36
5611,148984.8
5894,196699.25
14255,160244.06
16064,122359.12
5076,222981.73
3537,72087.72
6369,120703.9
1938,217308.47
11844,263099.8
7717,84289.44
3800,401319.38
6897,215716.05
255,275623.44
607,210594.72
6368,269328.4
15211,247257.6
13229,168984.66
6091,276249.28
14260,178874.2
15104,133628.25
7378,87258.7
12575,166214.23
137,160931.8
14572,216872.64
12530,176552.89
512,210887.97
7251,281306.97
4545,299322.3
14928,503788.4
3934,176859.28
12097,363028.1
10979,184370.34
16455,263195.16
4190,139240.95
7577,290129.1
11609,272161.9
2346,196539.73
7363,290103.28
13535,171764.2
9864,208228.0
16645,387237.22
2689,207657.61
5994,124314.79
14493,243003.98
7391,192942.36
13674,174652.02
7137,270710.47
5438,180611.02
10693,236936.3
9037,371374.12
14329,276976.1
11660,437018.25
9734,162118.67
12046,189410.16
11704,254192.53
7843,163406.67
3499,152610.53
16012,80965.02
15759,354679.5
10884,196620.77
9115,92691.06
4066,357462.72
12745,197035.03
9627,288883.2
12977,243324.27
7620,91633.44
11955,172717.28
271,233510.0
16091,351853.28
2193,449937.9
6190,163100.61
7071,191578.0
14320,102692.64
15578,153852.66
267,147776.75
1930,198359.19
7426,191570.11
13890,167603.12
4176,178950.08
5453,185990.88
5526,247513.17
8780,299332.78
10299,182491.98
959,390941.94
3458,114052.016
5363,382849.75
9281,149013.97
8076,188244.25
2492,274839.9
4746,138009.88
11380,218440.39
10881,206804.02
16392,203366.4
8071,171079.17
16740,124847.18
4846,262255.8
5299,307844.12
2046,238639.88
11623,225854.1
6539,138306.48
12234,218527.61
14240,181830.67
3443,136614.17
2127,229785.02
11259,136977.95
7889,127289.35
16655,230036.69
15790,140328.22
3686,123158.74
4392,157432.6
3103,239814.11
7047,194415.28
13014,360137.12
11269,298185.53
4304,416006.22
13513,187805.44
12969,86625.91
6966,215364.66
8883,116367.76
6064,207433.69
12341,214737.64
10107,286869.28
130,179389.86
2406,367808.5
6089,240267.16
316,117181.734
15812,225555.22
7053,409570.75
14691,311149.6
11881,160745.12
13503,181518.7
9569,186757.2
9846,337403.94
14415,174169.36
14873,196630.42
11180,275020.62
7256,187947.11
3721,195935.67
1211,206356.53
14887,199137.98
16220,445135.25
15451,184206.22
1602,193332.44
8917,305277.06
15595,112933.18
15242,187703.83
3957,235865.98
14923,97545.414
3087,157345.48
12959,507496.62
13631,159994.06
12704,310927.47
15197,176338.47
12599,188145.86
8761,186930.12
13013,154791.47
3464,194147.22
2366,160891.31
10845,159856.83
8092,194420.44
10528,198213.05
7132,178668.05
8958,190453.31
7959,113096.63
4847,230328.03
1477,364467.75
8264,307063.12
10048,134568.1
10492,252682.11
3859,384986.6
8676,443838.84
8146,245893.66
1619,274307.25
12609,108468.68
11001,191237.12
3644,218270.56
8362,340365.66
537,149483.98
1298,116338.555
1023,277151.38
8659,210957.27
11538,203592.33
16036,167730.9
2392,323943.7
12099,359124.62
12935,142412.83
1050,128790.97
3068,240175.92
2083,156774.66
7652,237252.0
8696,262329.38
11183,379877.53
11386,147325.06
10752,396896.06
3371,295983.34
4149,172595.9
16775,166713.39
12187,165212.14
14421,236631.47
13693,200150.19
6560,270324.16
3497,203347.83
3396,67432.05
1223,215909.72
14796,164639.12
16190,272742.78
6060,226414.38
10111,182693.47
10983,173226.95
11228,183733.7
13208,273829.03
525,503117.44
6923,162486.22
6785,181932.14
3731,232585.16
16577,247797.53
6518,227844.86
6610,170645.53
5509,134542.73
9942,283673.47
10148,237174.66
5351,134069.81
11029,143523.17
6561,142892.94
10056,151755.66
13913,157116.19
1906,158230.53
5081,177718.5
6341,331458.2
1859,184067.45
3336,236371.75
14163,144070.16
6204,398702.47
13285,199583.28
11492,244388.22
14596,106942.484
4696,380677.06
4771,286208.44
11296,133767.73
5851,163949.58
2850,193799.05
10011,139366.47
5988,170346.42
2316,75377.09
3211,184328.02
13525,153151.8
6383,137171.06
1420,321105.3
11748,261915.42
4222,246115.95
8363,238057.86
4412,239166.17
14384,155333.9
9844,163595.89
9315,225922.86
11604,214940.08
10644,229509.36
12995,191305.08
16615,369425.2
1959,208951.9
14562,203881.55
11934,246060.39
8494,179129.67
4255,212989.03
13000,183740.66
2461,242914.36
13661,205401.12
2886,228752.02
519,207055.23
5440,199260.38
10353,158881.28
12305,192863.0
2983,213663.12
12032,202001.6
743,244475.62
8250,124660.516
7890,167189.8
4722,309160.94
15358,213590.47
4183,204736.17
3970,330652.44
303,214659.78
2207,237764.56
4022,161685.14
1132,177573.66
12278,174155.02
9280,146423.64
14940,461197.1
6413,180795.31
15213,360590.47
9656,198142.83
12036,337924.88
3151,174366.45
15530,180509.86
13263,108041.305
6750,191252.52
11488,361400.16
9532,178061.73
8462,197613.08
11494,439109.97
10270,117389.445
5476,105215.88
12486,395991.94
5501,109998.945
15871,321585.94
14733,185624.0
6103,222336.27
7911,198246.83
4359,283865.97
9595,168846.58
13851,261033.3
7854,218742.25
8684,184689.11
15239,236033.62
10012,210872.16
14995,332124.44
9791,168768.78
5567,215636.6
10883,180758.23
25,159111.67
939,168145.39
9919,181358.7
6321,244554.62
16767,297547.25
16464,104931.81
3170,170896.81
1522,121807.72
5138,345944.3
797,133120.67
14586,84664.84
2872,193015.73
4259,174518.14
16616,263984.97
16512,185765.12
9663,241819.31
245,212606.27
